ppm_group	neutral_mass	intensity	is_precursor_deisotoped
0	305.04069136607296	19907.772338867188	false
1	306.02470613905496	19041.097534179688	false
2	345.0461893690842	37824.906982421875	false
3	357.98266320515626	50963.11279296875	false
4	385.9903092041567	16006.697143554688	false
5	425.0124398520148	21013.21240234375	false
6	437.1372939936011	21188.3662109375	false
7	455.1477829207991	29585.23095703125	false
8	651.0713862287413	54198.230712890625	false
9	720.2289126132677	81758.5302734375	false
10	731.0377042696853	21883.77490234375	false
11	737.9481770963056	37755.662109375	false
12	845.0687094748043	15157.4814453125	false
13	882.1650926988626	34415.06005859375	false
14	980.1236015614203	14080.452392578125	false
15	1026.2536553906123	63152.36181640625	false
16	1106.219647845543	36665.927734375	false
17	1108.2232287998045	28648.5341796875	false
18	1126.233233923658	11799.289855957031	false
19	1188.1897150563395	108166.75732421875	false
20	1302.2202468185424	57557.455322265625	false
21	1371.3002669827395	108618.17456054688	false
22	1382.187363367584	37533.537536621094	false
23	1433.2562163043924	10345.010009765625	false
24	1455.2855927550759	9494.699462890625	false
25	1517.2411660753771	84372.0634765625	false
26	1535.2515820430444	9677.335693359375	false
27	1631.2732244556562	62194.10998535156	false
28	1677.3252587025988	71995.78930664062	false
29	1757.2931220256714	87267.42163085938	false
30	1782.32175412241	10681.346923828125	false
31	1862.2903825769174	72490.09362792969	false
32	1976.319561342756	20505.095947265625	false
33	2004.3610653647945	10482.580810546875	false
34	2022.3723447892528	98973.3359375	false
35	2056.285125864065	10802.83251953125	false
36	2102.339472019931	101405.63671875	false
37	2145.37742634471	10853.9580078125	false
38	2207.334497148965	34713.70446777344	false
39	2321.3660319519454	22228.355590820312	false
40	2327.4123110120263	22180.370483398438	false
41	2407.3792466434074	64347.843017578125	false
42	2432.4124710328592	29639.519897460938	false
43	2512.3758274386482	51996.42498779297	false
44	2626.4076054815973	30765.13232421875	false
45	2632.453002822336	34846.09619140625	false
46	2712.419698248372	95727.83129882812	false
47	2857.421879758194	9521.637817382812	false
48	2937.4951123261553	8990.919067382812	false
49	3012.393852806023	10702.089477539062	false
50	3017.462994605376	16964.962158203125	false
51	3163.4465318636794	48300.71887207031	false
52	3282.5401405647603	27424.26171875	false
53	3508.4984487394368	21896.793334960938	false
54	3557.486743479634	8295.245391845703	false
55	3588.5546597287025	16933.72265625	false
56	3622.5277449460937	46386.2451171875	false
57	3649.5296814251537	8002.025787353516	false
58	3668.532129620609	74429.53088378906	false
59	3917.6188041956125	12362.383422851562	false
60	3918.621104386081	7539.1322021484375	false
61	3997.584977448867	10773.830078125	false
62	4143.569934056662	32420.342895507812	false
63	4151.615086365797	9166.231811523438	false
64	4257.601030928616	7977.304931640625	false
65	4262.6635671600125	41950.03094482422	false
66	4568.695425424444	9348.969848632812	false
67	4602.6532665608465	28108.119995117188	false
68	4648.651089331503	32377.921020507812	false
69	4713.693466542848	7883.1019287109375	false
70	4793.649650172182	11594.997436523438	false
71	4907.68477521263	8857.18603515625	false
72	4913.738789153003	12757.490112304688	false
73	4993.701227328869	18918.589111328125	false
74	5018.735551756699	19704.930297851562	false
75	5098.695738114508	11361.686706542969	false
76	5212.738962060977	34287.99459838867	false
77	5218.784080165184	14249.665649414062	false
78	5252.691465683454	9460.5126953125	false
79	5292.705265577206	8104.2784423828125	false
80	5298.754659018362	7572.215270996094	false
81	5299.742774956452	6263.091796875	false
82	5323.770305576496	6533.376556396484	false
83	5403.753835911048	19588.300903320312	false
84	5404.738233059046	10336.869384765625	false
85	5492.7498939711595	8884.274719238281	false
86	5517.781233158021	12735.958374023438	false
87	5563.820493493904	19764.433837890625	false
88	5597.735327590332	7271.542175292969	false
89	5903.75096572595	10217.935974121094	false
90	5908.898634498015	19872.054443359375	false
91	5989.845935417038	17331.183471679688	false
92	6054.801400285358	17980.49658203125	false
93	6237.890505947965	10440.996459960938	false
94	6705.8786418615155	19953.686737060547	false
95	6820.932841888806	13813.869689941406	false
96	6861.923365671189	10189.341979980469	false
97	6955.941632374764	9763.074584960938	false
98	6972.95956178527	35353.046142578125	false
99	6988.955617649271	14418.564819335938	false
100	7012.96052088619	24127.344970703125	false
101	7105.996903015658	25448.655395507812	false
102	7124.03258641049	144278.20825195312	false
103	7140.010267092308	71723.38854980469	false
104	7164.024033451181	119611.27478027344	false
105	7180.005886228287	34705.848876953125	false
106	7180.93052549242	11683.228515625	false
107	7181.02702198112	18076.123474121094	false
108	7204.007595483748	19110.6044921875	false
109	7257.063686394456	49713.77764892578	false
110	7259.044492739912	10161.8046875	false
111	7275.064787374271	500290.05895996094	false
112	7276.05650590519	11155.480041503906	false
113	7291.059321380261	190829.24743652344	false
114	7292.058814393841	7368.02001953125	false
115	7315.080067716861	344301.94592285156	false
116	7331.978513195444	21420.9287109375	false
117	7408.100799674423	58101.55969238281	false
118	7409.1046023863255	26642.991577148438	false
119	7426.113685496516	1265545.0708312988	true
120	7483.033358900038	18024.887573242188	true
