ppm_group	neutral_mass	intensity	is_precursor_deisotoped
0	203.03730050253034	60065.27734375	false
1	203.0651729480138	99203.22265625	false
2	203.09305143060044	82799.97265625	false
3	203.12086740631085	67424.744140625	false
4	207.20529124584124	35607.57421875	false
5	207.23316623740638	99301.609375	false
6	207.26106474567388	98885.42578125	false
7	207.28890798280943	83696.52734375	false
8	207.3167332036155	73133.681640625	false
9	207.344558920828	27618.986328125	false
10	228.49113542290587	1621793.798828125	false
11	306.02449625770737	44807.33117675781	false
12	345.04639424547764	72504.32836914062	false
13	357.98280372539404	40824.3173828125	false
14	385.9904733984386	26370.029541015625	false
15	406.01900055080125	69709.13842773438	false
16	406.0746921751314	39236.551025390625	false
17	425.01244065001924	26035.6357421875	false
18	437.13727671888876	93044.66723632812	false
19	455.1478331248288	244354.65649414062	false
20	455.9221184818144	24262.028076171875	false
21	459.0775816419616	24888.8935546875	false
22	500.0217405012082	49671.904541015625	false
23	525.9707525105626	19757.3017578125	false
24	539.0440062395094	91669.33251953125	false
25	555.1275810511906	17444.4609375	false
26	609.4462088136017	53427.9033203125	false
27	611.0645408155498	16815.4921875	false
28	635.0762818907345	35233.826171875	false
29	651.0710343155152	83249.55883789062	false
30	651.1485224592774	78188.17358398438	false
31	684.4900106613463	25860.3037109375	false
32	690.0933301647854	134408.91015625	false
33	715.0420155596413	19580.9814453125	false
34	720.2281875558749	972833.5659179688	false
35	731.0367167298778	18702.3916015625	false
36	737.9475196677562	177091.4169921875	false
37	743.312028488624	152486.3828125	false
38	743.4121264372496	72700.65997314453	false
39	762.1917676786607	49986.0400390625	false
40	765.1022903075656	15352.426513671875	false
41	782.1842906217586	20060.99072265625	false
42	791.5235241338322	31205.31884765625	false
43	791.7248325617105	35938.6552734375	false
44	800.1943334248441	303847.3151855469	false
45	804.1239642589178	24994.6015625	false
46	813.6752269324426	26242.32763671875	false
47	817.8839116533345	31568.20068359375	false
48	825.9019099888594	745437.7663423783	false
49	826.0130887753438	311657.6247558594	false
50	826.1243003946968	166767.685546875	false
51	826.2362800199211	55147.786376953125	false
52	829.0732612137759	16749.4794921875	false
53	842.1576896574292	305704.142578125	false
54	845.0676565798523	33536.33056640625	false
55	884.0901584901179	61061.893310546875	false
56	892.6258467332514	28354.029926952488	false
57	899.3322076650059	13636.359619140625	false
58	928.1392239839656	528910.3184332832	true
59	929.140009426714	50608.11684424357	false
60	929.264710689243	164634.34354842195	false
61	956.1888511114653	129698.791015625	false
62	980.1223050641535	46813.70703125	false
63	996.1165730343379	50237.87744140625	false
64	1025.2685863388624	468793.6962890625	false
65	1027.270971346538	19481.9736328125	false
66	1035.1396055289406	25956.3671875	false
67	1036.1563895109011	51412.61895751953	false
68	1060.0888365682713	26296.936889648438	false
69	1067.232365528887	235253.62762451172	false
70	1085.2425897056503	185640.1971435547	false
71	1105.234701258251	65574.78723144531	false
72	1115.1054079461728	11292.9736328125	false
73	1147.1985163212123	1390373.685913086	false
74	1160.229535120745	20861.73388671875	false
75	1165.2089733125565	72965.671875	false
76	1190.1155886261183	17047.491088867188	false
77	1261.2298299162835	478244.6123046875	false
78	1274.260869286818	16622.639404296875	false
79	1286.1456540828578	17044.627563476562	false
80	1313.2810833370957	11977.708862304688	false
81	1331.2931118592423	681426.7030029297	false
82	1341.163631183873	50205.81298828125	false
83	1341.1997268026385	31277.782470703125	false
84	1382.1073673837348	20580.408447265625	false
85	1393.248012451611	50807.31640625	false
86	1411.2594343968283	537898.4073486328	false
87	1430.2891869049397	49665.16064453125	false
88	1492.2455381681746	630155.1733398438	false
89	1505.2762605435341	10925.55712890625	false
90	1510.2558421966628	171769.54272460938	false
91	1548.2188078894883	17022.599853515625	false
92	1606.2768903249462	975328.6219482422	false
93	1631.1934908625308	71782.30541992188	false
94	1636.3337259720686	495262.3474121094	false
95	1686.2095904515709	28190.2578125	false
96	1686.2429702757806	40426.53112792969	false
97	1698.285587431531	18085.36083984375	false
98	1710.7290601173818	12984.40604686606	false
99	1711.1590051223457	11221.366943359375	false
100	1716.299495488119	225313.1405029297	false
101	1725.2349070108612	21703.64599609375	false
102	1727.1522705043735	13691.7421875	false
103	1734.7395020566157	30779.61767578125	false
104	1741.3301825157728	120313.19775390625	false
105	1750.7656146576958	21764.593994140625	false
106	1759.3408160431616	13516.742919921875	false
107	1820.5181656812606	159538.70678710938	false
108	1821.2968048616046	118137.99633789062	false
109	1832.2423212867575	15128.097900390625	false
110	1841.1842699968995	15392.92041015625	false
111	1846.7711551289058	71748.51953125	false
112	1866.781989181039	17944.523681640625	false
113	1880.2041949545403	18172.50927734375	false
114	1897.2625785142286	12167.016357421875	false
115	1924.3471739667757	23609.6328125	false
116	1936.2327987133467	14252.496826171875	false
117	1942.3594090971076	389552.0887451172	false
118	1976.2378237587009	30403.515869140625	false
119	1992.2661530568664	24082.64990234375	false
120	2016.2822099195876	17613.438232421875	false
121	2022.3262725701525	569888.1956787109	false
122	2031.2550505357535	23623.81982421875	false
123	2047.354874728062	91784.39599609375	false
124	2056.2050026652582	13617.864868164062	false
125	2065.364886722685	102731.4072265625	false
126	2072.2008294051743	13429.439453125	false
127	2127.3222142933846	869526.8264160156	false
128	2130.3274773059384	22411.609619140625	false
129	2140.3523551598073	8604.80859375	false
130	2145.3317637427967	23134.5078125	false
131	2241.3522395956206	187641.51553344727	false
132	2271.409961131264	426470.541015625	false
133	2333.366784921358	26469.966796875	false
134	2351.379147873674	210727.04516601562	false
135	2392.3982598572966	20880.6083984375	false
136	2424.8388252044856	33031.84387207031	false
137	2472.368326445898	235903.74389648438	false
138	2476.8662016799212	67108.1296146836	false
139	2522.3437758419013	11932.709594726562	false
140	2547.361974943252	18371.122680664062	false
141	2559.423023041572	11931.696411132812	false
142	2577.437722580694	443316.6441040039	false
143	2627.343902619141	32740.43896484375	false
144	2639.387098027422	19113.28955078125	false
145	2643.3368319791894	28132.14404296875	false
146	2651.8987405984394	32825.64571619033	false
147	2657.4012714465407	746830.9450683594	false
148	2698.426267816955	127119.08654785156	false
149	2714.3183430248205	12097.705200195312	false
150	2716.4360943437227	65721.76708984375	false
151	2741.3738340505106	46644.20056152344	false
152	2762.2955986955194	10346.95166015625	false
153	2766.865954407328	32679.92333984375	false
154	2778.3926583031207	736277.1566162109	false
155	2779.398868583401	165328.19970703125	false
156	2796.404337143723	24740.380737304688	false
157	2851.4000342511	28697.710205078125	false
158	2876.322719386906	19346.04931640625	false
159	2891.900256979281	25552.619873046875	false
160	2892.428000959985	372176.6510691723	false
161	2904.468609837183	39995.107666015625	false
162	2905.4559124626408	6989.293029785156	false
163	2922.4850876087908	763612.7907714844	false
164	2972.3950666380874	121639.93286132812	false
165	2984.494878496855	46731.123046875	false
166	2989.381182264054	26342.243041992188	false
167	3002.447342230006	402468.03747558594	false
168	3011.3793435640573	14260.895751953125	false
169	3043.472403915541	13921.821411132812	false
170	3061.482351230891	82340.44439697266	false
171	3072.4176300160734	14341.860523650757	false
172	3086.4195573275533	16930.762939453125	false
173	3116.486944851154	49047.73095703125	false
174	3123.4391261412293	771768.6772460938	false
175	3127.4505203206036	28497.959228515625	false
176	3136.4690363209597	9087.314636230469	false
177	3141.448901819116	9888.633544921875	false
178	3156.489070283769	21002.211181640625	false
179	3196.4441521182625	48060.658447265625	false
180	3236.475583068127	226728.41015625	false
181	3237.4759377240516	259848.2667236328	false
182	3267.5338487845793	840092.892578125	false
183	3268.52851547963	26731.42333984375	false
184	3278.9172705094934	19817.29736328125	false
185	3317.4352979083847	185698.01342773438	false
186	3325.925467340861	16467.9443359375	false
187	3329.4795440546436	50512.5419921875	false
188	3333.429475140789	12364.422973632812	false
189	3335.4383156060735	14061.833618164062	false
190	3347.496757913295	478873.107421875	false
191	3388.5195037270128	40122.037353515625	false
192	3406.52821696068	36294.5087890625	false
193	3407.529396164465	15717.8125	false
194	3450.9376366671427	10748.154296875	false
195	3461.5279554090284	88835.89477539062	false
196	3468.4900067204135	603873.564453125	false
197	3472.494461005788	19196.088500976562	false
198	3477.521919275824	22510.0947265625	false
199	3486.4967260488975	40934.875244140625	false
200	3498.482516173336	39734.56884765625	false
201	3540.5214703980723	17211.82177734375	false
202	3562.49766858683	33212.79248046875	false
203	3582.515959327442	365159.6795349121	false
204	3585.5181224142607	42858.498046875	false
205	3594.5583304414326	29405.024169921875	false
206	3612.577450788943	830847.1352539062	false
207	3662.482437186398	165352.49291853764	false
208	3674.5268643833847	50190.09814453125	false
209	3676.5151184292968	23394.7431640625	false
210	3679.479519362222	22310.00146484375	false
211	3692.053593532508	47046.931640625	false
212	3692.55550557693	374085.51904296875	false
213	3693.542700348852	17602.595947265625	false
214	3694.548379982336	39653.898681640625	false
215	3750.5478604416376	35763.77722167969	false
216	3776.5292328484056	66389.95495605469	false
217	3777.514545016188	27315.26416015625	false
218	3806.5733487488224	60144.886474609375	false
219	3813.5331141999623	598999.966003418	false
220	3814.5340389228336	29869.440795898438	false
221	3886.5343145206343	106439.66341615323	false
222	3927.5663890111055	304231.88024902344	false
223	3957.6201926997724	684596.6104125977	true
224	4000.5667571539543	7187.6319580078125	false
225	4007.530353283847	148375.41088867188	false
226	4019.5768838182653	15279.713623046875	false
227	4037.5887548053474	191734.9210357666	false
228	4038.5992656459516	54648.76989746094	false
229	4097.621588901944	49033.6201171875	false
230	4151.618827763955	166667.7384033203	false
231	4158.578288619719	498636.7554321289	false
232	4159.5741604857085	41436.98319832995	false
233	4171.608931723181	9779.237182617188	false
234	4230.573612906951	24294.6328125	false
235	4231.582272512835	16693.663940429688	false
236	4272.606277264955	130070.7236328125	false
237	4284.654717677259	22639.806762695312	false
238	4302.672070492103	927347.1004638672	true
239	4345.612451064128	25525.46435546875	false
240	4352.576326552768	100524.51510620117	false
241	4353.577687254407	29199.8359375	false
242	4364.618290012572	53232.9970703125	false
243	4382.638081770497	195691.96307373047	false
244	4424.66342040255	17062.225830078125	false
245	4440.668216137343	24734.810546875	false
246	4465.6397173914365	43403.1630859375	false
247	4466.6046221196	16167.956176757812	false
248	4478.650544476867	11414.81640625	false
249	4496.662433108569	167446.09438561348	false
250	4497.667780046023	9661.611389160156	false
251	4503.629068947235	403760.8122558594	false
252	4536.669176277015	35889.645080566406	false
253	4617.661649371804	279382.9685058594	false
254	4629.7045103297405	15334.096923828125	false
255	4647.716709938799	825447.7711181641	true
256	4648.709966799536	152863.8330078125	false
257	4697.619364006072	22665.010375976562	false
258	4727.68140492875	106749.96472167969	false
259	4768.6950446650835	42970.8642578125	false
260	4802.689708260278	58315.863830566406	false
261	4848.672962625307	72758.74627685547	false
262	4882.6615131189565	25024.0986328125	false
263	4923.691990877264	36575.36975097656	false
264	4953.740574754853	211125.72399902344	true
265	4954.741121852114	32196.763427734375	false
266	4995.694753793688	20843.553466796875	false
267	4996.684331912352	15399.019287109375	false
268	5003.635041047475	52395.129638671875	false
269	5033.707399910082	301639.5182874759	false
270	5034.706111519085	27152.23779296875	false
271	5035.712598262552	17431.5966796875	false
272	5074.730024405693	64453.8408203125	false
273	5093.7403051721685	49975.581787109375	false
274	5117.67727836421	111387.98071289062	false
275	5129.74552854301	18424.020651224775	false
276	5147.740980503851	295231.7429199219	false
277	5149.702343935811	30445.906494140625	false
278	5151.6597166540705	13466.496520996094	false
279	5154.713534653716	290268.02337646484	false
280	5268.738010155357	245492.41357421875	false
281	5280.777879288611	39834.383056640625	false
282	5284.691963814195	9611.470825195312	false
283	5298.790139023393	882578.8785400391	true
284	5299.783661155032	13989.524536132812	false
285	5302.738028776062	71248.73803710938	false
286	5332.705721185066	35324.919921875	false
287	5333.71085005671	115955.63745117188	false
288	5342.717804323698	6031.328430175781	false
289	5348.665519429598	22382.357421875	false
290	5348.7206940745855	28613.902587890625	false
291	5361.737304940894	50749.8857421875	false
292	5435.743828199996	18644.994995117188	false
293	5453.75775631348	119378.494140625	false
294	5469.758593526843	6302.277557373047	false
295	5480.7087418896745	6651.119140625	false
296	5481.729095913806	66960.49633789062	false
297	5483.738381400139	38205.402099609375	false
298	5518.713554466491	27615.656494140625	false
299	5533.731656002391	427906.1683959961	false
300	5534.712144030684	46629.21203613281	false
301	5549.725925486465	6367.602111816406	false
302	5558.750015045875	16487.581176757812	false
303	5561.681728586962	34826.575927734375	false
304	5573.734318654868	36263.371895234246	false
305	5586.798490766814	18007.9814453125	false
306	5591.645987851222	13788.806762695312	false
307	5600.701158095798	63533.849609375	false
308	5604.830525407073	339942.51919555664	true
309	5605.811351623188	53034.081298828125	false
310	5617.718427619597	26993.365966796875	false
311	5619.705807183142	14374.73974609375	false
312	5631.767275579876	128440.041015625	false
313	5638.725066426848	129129.64965820312	false
314	5639.729244782456	106798.53826904297	false
315	5647.7519489604465	8114.200439453125	false
316	5651.758655403328	8062.949035644531	false
317	5653.749778958389	12910.291137695312	false
318	5654.711919525519	28291.98486328125	false
319	5660.711268317086	19820.132568359375	false
320	5668.771262004531	21888.46199162423	false
321	5676.711470009808	18743.86669921875	false
322	5684.785881443161	1420353.8221435547	false
323	5685.78818212073	40253.6884765625	false
324	5688.680960720818	13202.267822265625	false
325	5690.794177448861	28235.467895507812	false
326	5692.717466241684	33302.716796875	false
327	5695.641436658923	21447.517333984375	false
328	5709.835646421636	147751.8065185547	false
329	5711.722965658926	153084.44580078125	false
330	5727.814677728849	26528.798950195312	false
331	5728.737234897241	30750.229125976562	false
332	5733.720639085998	19801.908325195312	false
333	5752.754473070496	76228.61206054688	false
334	5764.814629697324	71681.17877197266	false
335	5769.652294167392	18179.525512695312	false
336	5774.722739749171	29869.553466796875	false
337	5782.816395899424	262924.7509514733	false
338	5783.807588900319	32632.7646484375	false
339	5788.746315673978	50641.56162377058	false
340	5789.773685821597	12476.073608398438	false
341	5790.782977266986	174354.01501464844	false
342	5793.727978186673	156892.74853515625	false
343	5798.801033817049	8225.953063964844	false
344	5804.797905295012	27274.982666015625	false
345	5809.664127398217	16212.642456054688	false
346	5809.731834663026	41881.7734375	false
347	5815.72197139291	21119.62255859375	false
348	5825.77132976747	36965.223388671875	false
349	5835.897963715456	7384.658508300781	false
350	5839.735474767104	32967.967529296875	false
351	5844.76139032099	60009.74169921875	false
352	5845.77445446476	29932.620849609375	false
353	5847.681818492635	29408.810302734375	false
354	5847.741261857345	9833.409851074219	false
355	5862.782022976653	339950.8984375	false
356	5866.751100663291	10812.30078125	false
357	5879.77593387152	22655.43212890625	false
358	5880.80813977795	26638.4150390625	false
359	5882.698468040837	12247.7080078125	false
360	5884.750731177333	35796.192626953125	false
361	5901.679365897559	11207.938354492188	false
362	5903.804580650622	118460.04125976562	false
363	5915.851790917723	8222.486755371094	false
364	5919.694819590885	41789.18505859375	false
365	5925.788231214061	75043.28546142578	false
366	5933.87858821724	361195.43060302734	true
367	5934.864840623855	11164.487548828125	false
368	5943.7544981064875	278701.515625	false
369	5956.839881050868	37212.601806640625	false
370	5958.780390964631	102757.533203125	false
371	5960.715889714669	11904.782958984375	false
372	5965.7382172659945	36845.9794921875	false
373	5976.818080027696	265043.55682373047	false
374	5983.76310130089	22170.3935546875	false
375	5991.785511907058	25520.417236328125	false
376	5994.814671523038	85818.84741210938	false
377	6013.824715196183	8738.938842773438	false
378	6014.841803629109	224060.213796283	false
379	6032.853313830978	65224.072021484375	false
380	6094.816002205286	140791.07482910156	false
381	6095.810596154515	10495.796264648438	false
382	6127.866833159309	346717.0852661133	false
383	6168.862790474877	28643.123291015625	false
384	6189.818370416059	63934.0673828125	false
385	6207.826802951535	70035.92333984375	false
386	6221.889444315403	12399.438537597656	false
387	6246.87256932905	52965.161193847656	false
388	6261.900702365861	47405.7568359375	false
389	6278.918681338562	852400.5784301758	false
390	6279.912497916369	21266.701904296875	false
391	6340.876449989366	115992.96417236328	false
392	6360.8767522192875	55767.80029296875	false
393	6400.862863552608	53642.928466796875	false
394	6401.838099144958	78807.44744873047	false
395	6512.867517289287	42938.862060546875	false
396	6514.866553125816	41934.9150390625	false
397	6517.832119277964	44948.50573730469	false
398	6518.818172284076	24685.794311523438	false
399	6534.815218430252	32571.6748046875	false
400	6554.826814927976	12029.245361328125	false
401	6555.840438827014	15182.423278808594	false
402	6583.943825368294	33835.52426147461	false
403	6595.826962132465	21842.076049804688	false
404	6643.909978088953	31957.192138671875	false
405	6664.921465043152	10448.025207519531	false
406	6668.879190438628	125468.54296875	false
407	6669.858230173643	66512.94006347656	false
408	6681.887455682001	6938.911682128906	false
409	6686.857585682264	57339.845703125	false
410	6687.8493967899485	36929.01708984375	false
411	6691.839884313092	17819.309692382812	false
412	6705.879717060277	327895.35345458984	false
413	6706.870361361277	55434.38952636719	false
414	6708.861152285424	53288.3212890625	false
415	6709.844227171038	10431.258728027344	false
416	6726.777557181817	18324.361328125	false
417	6726.879911229392	74388.79333496094	false
418	6743.766619396111	14757.027099609375	false
419	6748.852672168435	130055.59185791016	false
420	6762.787987119319	9566.868530273438	false
421	6770.827703683898	10650.84814453125	false
422	6778.9622032678235	30879.227783203125	false
423	6802.888336074923	51653.535400390625	false
424	6805.757824597875	18090.17724609375	false
425	6816.0278056992875	11049.981018066406	false
426	6820.903769581126	151152.2939453125	false
427	6821.908372864845	226799.8544921875	false
428	6834.942966938019	18637.405151367188	false
429	6837.915170319716	266224.23724365234	false
430	6843.887831915905	43941.828125	false
431	6850.934985642363	12937.282653808594	false
432	6860.8942784936835	32004.351684570312	false
433	6861.920669838043	271275.279296875	false
434	6873.951444304267	10783.532958984375	false
435	6876.933680023879	111523.564453125	false
436	6877.832640014374	41730.024169921875	false
437	6877.935174575154	76407.82446289062	false
438	6882.927606509186	69865.97246442988	false
439	6889.961823826427	10706.908294677734	false
440	6892.894349540093	28509.864990234375	false
441	6895.826592298932	31141.24951171875	false
442	6899.91102853385	244104.1005859375	false
443	6913.911224496712	9203.8251953125	false
444	6914.916544211158	28866.279663085938	false
445	6918.842565421251	30071.938110351562	false
446	6921.894780929475	27660.028198242188	false
447	6929.993355245026	33183.580078125	false
448	6931.021615299755	46807.905517578125	false
449	6933.840761356793	23792.586791992188	false
450	6951.97293161722	11469.757568359375	false
451	6954.958514697302	298007.38607788086	false
452	6956.80265768751	30988.384765625	false
453	6967.957582037678	15294.784973144531	false
454	6972.9571072697045	1394598.3412475586	false
455	6973.95997341029	51361.1650390625	false
456	6976.923411014462	36171.41552734375	false
457	6985.987261475251	68810.28662109375	false
458	6988.977220488179	810154.5391235352	true
459	6989.961106633449	44968.557373046875	false
