ppm_group	neutral_mass	intensity	is_precursor_deisotoped
0	212.00572219506282	212022.205078125	false
1	228.49121979632895	2427697.056640625	false
2	273.9606089041098	589528.7329101562	false
3	287.02680637182925	119571.12353515625	false
4	288.0105643939638	18649.966430664062	false
5	305.03704947173844	1096400.1162109375	false
6	306.021078145668	1084260.0858154297	false
7	311.0376608714732	19475.182983398438	false
8	323.0473761931908	288219.00720214844	false
9	324.0314048952589	280297.18359375	false
10	327.03226712264114	36663.929443359375	false
11	329.04798848611136	514411.1320800781	false
12	345.04256009358477	845315.9738769531	false
13	347.05812127407194	121544.47766113281	false
14	357.9786595945826	248859.46459960938	false
15	363.05285724333584	286162.3640136719	false
16	385.0021663309487	471642.85119628906	false
17	385.98619146763457	641080.3713378906	false
18	403.0121388165735	36443.82702636719	false
19	403.9965026144012	58940.56994628906	false
20	409.01314757577006	335971.3525390625	false
21	419.067069243436	149853.26538085938	false
22	420.05106765773144	57089.44763183594	false
23	425.00784212557295	467468.9384765625	false
24	427.0232477392877	14113.676025390625	false
25	437.1324169401922	662453.8374023438	false
26	443.07787821934846	53713.188720703125	false
27	455.1427100815889	625352.6906738281	false
28	459.0727278061789	233886.20849609375	false
29	481.02165990866627	15064.255126953125	false
30	499.03236363891085	324684.4727783203	false
31	500.0163486683136	309215.89453125	false
32	521.0273320964994	18456.980712890625	false
33	523.0432597958576	197494.76171875	false
34	530.1087241617591	33301.794921875	false
35	537.1115206133759	38587.657958984375	false
36	539.0379761768662	309349.447265625	false
37	555.1217190402893	511956.0974121094	false
38	560.912017291032	50564.1064453125	false
39	565.9081942539063	33589.497802734375	true
40	570.1143583121675	164470.51684570312	false
41	571.3750263549791	44205.20263671875	false
42	573.1137512333116	37631.350830078125	false
43	578.9972389063242	18195.255859375	false
44	579.9816900960527	61686.25390625	false
45	588.1245506743395	38744.713134765625	false
46	593.0475176665358	18839.363037109375	false
47	610.0740046439125	78105.89282226562	false
48	611.058030000062	387767.912109375	false
49	612.0424697619782	261362.86108398438	false
50	616.0748977813541	35984.487060546875	false
51	617.0585662692772	13560.781005859375	false
52	619.0033237626071	37517.738037109375	false
53	629.0684325668784	64286.109130859375	false
54	630.5685518105196	34716.57666015625	false
55	632.0693720532782	20393.41015625	false
56	634.0850126881331	475995.98876953125	false
57	635.0692384688443	423169.20068359375	false
58	650.0795868916391	336764.158203125	false
59	651.0637563946971	156423.86791992188	false
60	651.1414929352364	282656.5234375	false
61	652.0962176402869	105300.54223632812	false
62	653.0795835332169	58000.74365234375	false
63	663.1883601491902	80382.98901367188	false
64	663.5378317823299	15747.007568359375	false
65	668.0895303639259	53847.759765625	false
66	669.8955934325772	269824.6291503906	false
67	674.0912520085824	251609.1181640625	false
68	681.1985248083287	898442.8212890625	false
69	690.085285219721	178128.13305664062	false
70	691.0233870763202	251017.66528320312	false
71	692.0075282957989	152262.26611328125	false
72	692.1016905179939	16208.7001953125	false
73	708.6218789972814	60860.164306640625	false
74	714.0502270073712	263987.6862792969	false
75	715.0346942281012	139407.0810546875	false
76	725.08852322408	47232.2415903201	false
77	726.0714832086373	17188.974609375	false
78	729.0959973571605	16430.522705078125	false
79	730.0445868639584	33939.73388671875	false
80	731.0290587128032	81954.79125976562	false
81	731.1052612626407	17865.81201171875	false
82	732.0612863003739	14185.42724609375	false
83	743.153821117426	55041.192626953125	false
84	748.1166523230604	39590.24755859375	false
85	754.0562985117293	37192.96484375	false
86	761.1637249141183	1095045.2580566406	false
87	762.1844731875354	347556.587890625	false
88	764.1099006665331	209550.15502929688	false
89	770.0502486409729	14145.885009765625	false
90	770.7875894317949	59096.813720703125	false
91	780.193251440677	39160.9736328125	false
92	798.9476907087449	32727.78964288408	false
93	804.1168452364014	18648.048095703125	false
94	805.0538049455245	89278.42993164062	false
95	808.1096721068155	28538.8212890625	false
96	811.5189612509913	33986.2939453125	true
97	828.0812004873718	112677.13305664062	false
98	842.1480783637056	422008.7546386719	false
99	843.9019019934959	71784.18505859375	false
100	844.0756680628806	16925.37109375	false
101	845.0577490752408	112124.763671875	false
102	860.1605374457309	15666.13525390625	false
103	866.2778661523635	14862.20849609375	false
104	874.7816773096129	40873.41262725765	true
105	876.1356105613934	60666.622314453125	false
106	884.0814103675697	79996.90551757812	false
107	900.1468543228781	34291.25146484375	false
108	916.0954989721876	146633.62182617188	false
109	923.0791384344326	54725.59716796875	false
110	939.1226741183225	178145.98608398438	false
111	941.0905630953275	420189.626953125	false
112	942.030242958336	20291.9864581935	false
113	954.9455753653461	39382.47412109375	false
114	956.1005775808767	333248.9001464844	false
115	956.18195546547	18232.4228515625	false
116	962.0981521987536	30993.33203125	false
117	980.1081695630666	189965.70581054688	false
118	992.2358813373487	90337.95971679688	false
119	995.1225070908753	63449.12353515625	false
120	1010.2478157047778	996750.6923828125	false
121	1012.2511386969181	13195.107177734375	false
122	1019.1324614573325	15067.912109375	false
123	1021.0545193942219	154004.31811523438	false
124	1035.1270207469697	11151.126098632812	false
125	1036.0660631345852	17728.364379882812	false
126	1036.144701708375	125980.04650878906	false
127	1055.1191676837664	15312.349975585938	false
128	1059.0925327871055	16676.922119140625	false
129	1068.204682486458	232961.94689941406	false
130	1086.2147547424715	383311.92596435547	false
131	1090.212079098122	1011196.3316040039	false
132	1140.642779732074	12006.141357421875	false
133	1148.1702851582795	1369528.8860473633	false
134	1149.1567299650803	9590.132019042969	false
135	1150.0961157928862	82640.3247680664	false
136	1161.200606296709	13413.323486328125	false
137	1166.1801107219983	101079.89147949219	false
138	1173.1225079136018	16206.32275390625	false
139	1189.116546160239	14883.744018554688	false
140	1247.1098152960328	19387.031494140625	false
141	1261.1379937798522	132048.55981445312	false
142	1262.124822878016	32839.497802734375	false
143	1262.2001832440146	776715.7039794922	false
144	1264.1380666336318	45417.61535644531	false
145	1286.1315894032061	195257.69165039062	false
146	1327.0766267797883	89823.88244628906	false
147	1337.2786071878056	28860.460327148438	false
148	1337.7073291090119	20781.729736328125	false
149	1338.2134708616945	14035.521240234375	false
150	1341.1026302847317	20879.758544921875	false
151	1342.1654703432991	206302.28497314453	false
152	1355.2896710695347	1763148.7930908203	false
153	1361.1402052472101	13926.803466796875	false
154	1366.0966645026165	59738.55505371094	false
155	1373.2419083746504	903108.8544921875	false
156	1381.107119356152	20214.908203125	false
157	1386.2724555703717	10780.60986328125	false
158	1391.251711451616	210473.3048095703	false
159	1400.1621414868541	37788.833740234375	false
160	1420.1282754046242	13989.902465820312	false
161	1435.2547070827975	659250.3363647461	false
162	1441.1052453018965	9980.484375	false
163	1450.1766206733214	17941.691162109375	false
164	1453.2077054619604	755511.5394897461	false
165	1466.2373294701363	11435.305908203125	false
166	1471.217144095866	253538.73095703125	false
167	1480.1275019575796	125348.31689453125	false
168	1532.2162999575814	11296.993041992188	false
169	1534.1619463818336	10091.98193359375	false
170	1565.278250013043	16303.0166015625	false
171	1567.15854614248	28591.523559570312	false
172	1567.2365235490854	1182905.1348876953	false
173	1573.157657510284	20748.76318359375	false
174	1580.2678532312298	10430.757446289062	false
175	1591.171914486087	191115.02685546875	false
176	1606.1828603154777	46710.87438964844	false
177	1614.1976597946978	13218.128540039062	false
178	1615.1766001096962	16146.449584960938	false
179	1619.1965072518208	21148.849365234375	false
180	1629.2492289853099	9756.9111328125	false
181	1647.2033135388208	448554.7384033203	false
182	1658.1265787134382	16183.393676757812	false
183	1664.2089070238144	61339.648193359375	false
184	1668.2236860142862	19356.363854962965	false
185	1671.1333389218098	25945.78515625	false
186	1672.1208747092835	41580.294677734375	false
187	1673.128095855377	12887.238037109375	false
188	1678.2784822098893	1403534.4157714844	false
189	1691.3102633447056	32269.012084960938	false
190	1695.148380119431	10976.516357421875	false
191	1696.2884469036665	423616.74365234375	false
192	1700.3317136986943	1712226.282836914	true
193	1706.1907171486962	13401.18115234375	false
194	1716.2055750455215	18398.1318359375	false
195	1720.217107739625	48612.958984375	false
196	1727.218784909403	18523.28515625	false
197	1758.2439458544268	842994.1524658203	false
198	1762.2899083454217	105082.88708496094	false
199	1771.2745696206443	10914.4501953125	false
200	1776.2533584336877	51948.53063964844	false
201	1780.2973723025132	622849.7440185547	false
202	1785.1671626166267	130907.70190429688	false
203	1809.1737388078825	10662.1572265625	false
204	1817.2241891327171	14355.560546875	false
205	1840.2483367733084	23642.9267578125	false
206	1872.2786345242018	785421.5747070312	false
207	1885.3046549618618	15543.119873046875	false
208	1894.326222001116	153233.72009277344	false
209	1897.1934586465761	147181.39404296875	false
210	1898.1931183355453	25757.8955078125	false
211	1902.2033893522557	15971.606689453125	false
212	1910.3195464075084	16165.8388671875	false
213	1920.2207355725213	221563.90673591755	false
214	1937.2372087000106	10702.6025390625	false
215	1952.2388162843731	440259.0855805835	false
216	1960.2142485524198	25584.875	false
217	1974.298799263152	195170.5528564453	false
218	2000.184134485433	13890.667602539062	false
219	2007.3247911605297	16820.876953125	false
220	2025.3383001919985	110088.26733398438	false
221	2027.3633595241006	174719.67700195312	false
222	2034.246334926916	40125.574462890625	false
223	2045.3745825886883	1883640.5845947266	true
224	2066.2681066542846	11519.666259765625	false
225	2087.2971064158132	416561.984375	false
226	2088.294459972992	10969.172119140625	false
227	2090.2811817346637	28408.59228515625	false
228	2091.1887755333933	92390.34826660156	false
229	2106.313899400692	17575.33251953125	false
230	2107.331061443367	130518.29943847656	false
231	2114.2153606840757	157276.54748535156	false
232	2125.3400221244588	1167966.7890625	false
233	2184.2952011604375	11865.08837890625	false
234	2186.311407340375	28722.96337890625	false
235	2200.329786522974	20344.63525390625	false
236	2201.321787986302	478211.5759277344	false
237	2202.231294170589	110143.48681640625	false
238	2202.3244308109743	11333.307861328125	false
239	2203.2311020618267	16076.07421875	false
240	2217.236138603736	9862.144775390625	false
241	2225.2520774312943	16952.291748046875	false
242	2226.253826620607	14276.024780273438	false
